source,title,price_million_vnd,price_raw,price_per_m2_million,area_m2,bedrooms,floors,frontage_m,road_width_m,direction,property_type,legal_status,district,address,description,url,scraped_at
homedy_land_list,🔴💥bán đất khu a2 phương trang đường - đường trần minh tông,7900.0,"7,9 Tỷ",75.24,105.0,,,5.0,,,land,,,,"Bán đất khu A2 Phương Trang đường - đường Trần Minh Tông-P. Hòa Khánh, Đà Nẵng-DT: 105 (5x21)m-Đường: 7,5m, vỉa hè 3m trục đường thông biển-Vị trí: Cách...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/khu-a2-phuong-trang-duong-tran-minh-tong-es3196388,2026-05-18T19:52:41
homedy_land_list,❣️bán đất đường trần minh tông - trục đường toàn biệt thự đẹp,7750.0,"7,75 Tỷ",73.81,105.0,,,,,,land,,,,BÁN ĐẤT ĐƯỜNG TRẦN MINH TÔNG - Trục đường toàn biệt thự đẹp-Gần sát đường Nguyễn Sinh Sắc. Tiện ích đầy đủ trong bán kính chỉ 1km-Diện tích 105m2 ngang...,https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-tran-minh-tong-truc-toan-biet-thu-dep-es3196338,2026-05-18T19:52:41
homedy_land_list,💥bán đất đường bàu mạc 6 - gần biển - gía đầu tư,5250.0,"5,25 Tỷ",48.61,108.0,,,5.0,5.0,,land,,Lien Chieu,Lien Chieu,Bán đất đường Bàu Mạc 6 - Gần biển - Gía đầu tư-P. Liên Chiểu - Đà Nẵng-Diện tích đất 107.5m2 (5x21.5)m-Đường rộng 5m5 lề 3m-Đất sạch đẹp. Vị trị có thể...,https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-bau-mac-6-gan-bien-gia-dau-tu-es3196333,2026-05-18T19:52:41
homedy_land_list,🔴💥bán 1 cặp đất đường hòa minh 25 - trục thông nguyễn sinh sắc,15500.0,"15,5 Tỷ",71.43,217.0,,,10.0,6.0,,land,,,,"Bán 1 cặp đất đường Hòa Minh 25 - Trục thông Nguyễn Sinh Sắc-P. Hòa Khánh, TP Đà Nẵng-Diện tích : 217m (10x21,5)m-Đường 6m, lề 3m -Vị trí: nằm trên đường...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/1-cap-duong-hoa-minh-25-truc-thong-nguyen-sinh-sac-es3196304,2026-05-18T19:52:41
homedy_land_list,🔴💥bán đất đường đào sư tích - lô sạch đẹp - gần trường c1 bùi thị xuân,4850.0,"4,85 Tỷ",53.89,90.0,,,5.0,,,land,,,,"Bán đất đường ĐÀO SƯ TÍCH - Lô sạch đẹp-P. Hoà Khánh, TP Đà Nẵng-Dt : 90m2 (5x18)m-Đường: 5,5m, lề 3m-Vị trí: Gần bến xe trung tâm thành phố, dân cư đông...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-dao-su-tich-lo-sach-dep-gan-truong-c1-bui-thi-xuan-es3196303,2026-05-18T19:52:41
homedy_land_list,🔴💥bán đất đường đào sư tích - lô sạch đẹp - gần trường c1 bùi thị xuân,4850.0,"4,85 Tỷ",53.89,90.0,,,5.0,,,land,,,,"Bán đất đường ĐÀO SƯ TÍCH - Lô sạch đẹp-P. Hoà Khánh, TP Đà Nẵng-Dt : 90m2 (5x18)m-Đường: 5,5m, lề 3m-Vị trí: Gần bến xe trung tâm thành phố, dân cư đông...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-dao-su-tich-lo-sach-dep-gan-truong-c1-bui-thi-xuan-es3196302,2026-05-18T19:52:41
homedy_land_list,🔴💥bán đất kiệt ô tô 5m k554 tôn đức thắng - đối diện đh sư phạm,3650.0,"3,65 Tỷ",45.62,80.0,,,8.15,,,land,,,,"Bán đất kiệt Ô TÔ 5m K554 Tôn Đức Thắng - Đối diện ĐH Sư Phạm-P. Hoà Khánh - Tp Đà Nẵng.-Diện tích đất: 80m2, ngang 8,15m vuông vức-Kiệt Ô TÔ rộng 5m K543...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/kiet-o-to-5m-k554-ton-duc-thang-doi-dien-dh-su-pham-es3196299,2026-05-18T19:52:41
homedy_land_list,🔴💥bán đất đường liên lạc 2 - kdc hòa xuân,4190.0,"4,19 Tỷ",41.9,100.0,,,5.0,5.5,,land,,,,"Bán đất đường LIÊN LẠC 2 - KDC Hòa Xuân-P. Hòa Xuân, TP Đà Nẵng-DT: 100m2 (5x20)m-Đường rộng 5,5m, vỉa hè 3m-Vị trí: gần Trần Nam Trung và Văn Tiến Dũng,...",https://homedy.com/ban-dat-quan-cam-le-da-nang/duong-lien-lac-2-kdc-hoa-xuan-es3196206,2026-05-18T19:52:41
homedy_land_list,🔴💥bán đất kiệt ô tô 5m k554 tôn đức thắng - đối diện đh sư phạm,3650.0,"3,65 Tỷ",45.62,80.0,,,8.15,,,land,,,,"Bán đất kiệt Ô TÔ 5m K554 Tôn Đức Thắng - Đối diện ĐH Sư Phạm-P. Hoà Khánh - Tp Đà Nẵng.-Diện tích đất: 80m2, ngang 8,15m vuông vức-Kiệt Ô TÔ rộng 5m K543...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/kiet-o-to-5m-k554-ton-duc-thang-doi-dien-dh-su-pham-es3196113,2026-05-18T19:52:41
homedy_land_list,🔴💥bán 1 cặp đất đường hòa minh 25 - trục thông nguyễn sinh sắc,15050.0,"15,05 Tỷ",69.35,217.0,,,10.0,6.0,,land,,,,"Bán 1 cặp đất đường Hòa Minh 25 - Trục thông Nguyễn Sinh Sắc-P. Hòa Khánh, TP Đà Nẵng-Diện tích : 217m (10x21,5)m-Đường 6m, lề 3m -Vị trí: nằm trên đường...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/1-cap-duong-hoa-minh-25-truc-thong-nguyen-sinh-sac-es3196110,2026-05-18T19:52:41
homedy_land_list,🔴💥bán đất đường hòa phú 2 - trục thông nguyễn chơn,5750.0,"5,75 Tỷ",71.88,80.0,,,5.0,,,land,,,,"Bán đất đường Hòa Phú 2 - Trục thông Nguyễn Chơn-P, Hòa Khánh, TP Đà Nẵng-Dt 80m2 (5x16)m-Đường: 5,5m, lề 3m-Vị trí: Đối diện trung tâm thương mại Mega...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-hoa-phu-2-truc-thong-nguyen-chon-es3196074,2026-05-18T19:52:41
homedy_land_list,🔴💥bán đất đường hòa phú 2 - trục thông nguyễn chơn,5750.0,"5,75 Tỷ",71.88,80.0,,,5.0,,,land,,,,"Bán đất đường Hòa Phú 2 - Trục thông Nguyễn Chơn-P, Hòa Khánh, TP Đà Nẵng-Dt 80m2 (5x16)m-Đường: 5,5m, lề 3m-Vị trí: Đối diện trung tâm thương mại Mega...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-hoa-phu-2-truc-thong-nguyen-chon-es3196073,2026-05-18T19:52:41
homedy_land_list,🔴💥bán đất đường hòa phú 2 - trục thông nguyễn chơn,6500.0,"6,5 Tỷ",81.25,80.0,,,5.0,,,land,,,,"Bán đất đường Hòa Phú 2 - Trục thông Nguyễn Chơn-P, Hòa Khánh, TP Đà Nẵng-Dt 80m2 (5x16)m-Đường: 5,5m, lề 3m-Vị trí: Đối diện trung tâm thương mại Mega...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-hoa-phu-2-truc-thong-nguyen-chon-es3196039,2026-05-18T19:52:41
homedy_land_list,"🔴bán đất 2 mặt kiệt gò dư, hoà minh. cách bến xe chỉ 1,5km.",2850.0,"2,85 Tỷ",38.0,75.0,,,,,,land,,,,"Bán đất 2 mặt kiệt Gò Dư, Hoà Minh. Cách bến xe chỉ 1,5km.-Gần Nguyễn Đình Tứ, Hoàng Văn Thái.-Diện tích: 74,5m²-Đất 2 mặt kiệt xây nhà rất đẹp-Đường kiệt ô...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/2-mat-kiet-go-du-hoa-minh-cach-ben-xe-chi-15km-es3196032,2026-05-18T19:52:41
homedy_land_list,"💥lô góc 2 mặt tiền lê công kiều – thanh vinh 12, vị trí đẹp đầu tư sinh lời",5400.0,"5,4 Tỷ",28.42,190.0,,,8.0,,,land,,,,"LÔ GÓC 2 MẶT TIỀN LÊ CÔNG KIỀU – THANH VINH 12, VỊ TRÍ ĐẸP ĐẦU TƯ SINH LỜI-P. Hòa Khánh, TP Đà Nẵng-Diện tích: 190m² (ngang 8m – cực đẹp, dễ thiết kế công...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/lo-goc-2-mat-tien-le-cong-kieu-thanh-vinh-12-vi-tri-dep-dau-tu-sinh-loi-es3195959,2026-05-18T19:52:41
homedy_land_list,"💥lô góc 2 mặt tiền lê công kiều – thanh vinh 12, vị trí đẹp đầu tư sinh lời",5400.0,"5,4 Tỷ",28.42,190.0,,,8.0,,,land,,,,"LÔ GÓC 2 MẶT TIỀN LÊ CÔNG KIỀU – THANH VINH 12, VỊ TRÍ ĐẸP ĐẦU TƯ SINH LỜI-P. Hòa Khánh, TP Đà Nẵng-Diện tích: 190m² (ngang 8m – cực đẹp, dễ thiết kế công...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/lo-goc-2-mat-tien-le-cong-kieu-thanh-vinh-12-vi-tri-dep-dau-tu-sinh-loi-es3195958,2026-05-18T19:52:41
homedy_land_list,"💥lô góc 2 mặt tiền lê công kiều – thanh vinh 12, vị trí đẹp đầu tư sinh lời",5400.0,"5,4 Tỷ",28.42,190.0,,,8.0,,,land,,,,"LÔ GÓC 2 MẶT TIỀN LÊ CÔNG KIỀU – THANH VINH 12, VỊ TRÍ ĐẸP ĐẦU TƯ SINH LỜI-P. Hòa Khánh, TP Đà Nẵng-Diện tích: 190m² (ngang 8m – cực đẹp, dễ thiết kế công...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/lo-goc-2-mat-tien-le-cong-kieu-thanh-vinh-12-vi-tri-dep-dau-tu-sinh-loi-es3195957,2026-05-18T19:52:41
homedy_land_list,🔴💥bán đất đường thạch sơn 6 - trục thông vào chung cư ecohome,3550.0,"3,55 Tỷ",35.5,100.0,,,5.0,5.5,,land,,,,"Bán đất đường THẠCH SƠN 6 - trục thông vào chung cư Ecohome-P. Hòa Khánh, Đà Nẵng-Diện tích: 100m2 (5x20)m-Đường rộng 5.5m, lề 3m-Vị trí:- Trục thông vào...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-thach-son-6-truc-thong-vao-chung-cu-ecohome-es3195941,2026-05-18T19:52:41
homedy_land_list,🔴💥bán đất đường hòa minh 1 - gần biển - sát chợ trần đình tri,5300.0,"5,3 Tỷ",77.94,68.0,,,,5.5,,land,,,,"Bán đất đường Hòa Minh 1 - Gần biển - Sát chợ Trần Đình Tri-Hòa Khánh, Đà Nẵng-Diện tích : 67,5m2 -Đường 5.5m, lề 3m -Vị trí: Gần biển, gần trung tâm hành...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-hoa-minh-1-gan-bien-sat-cho-tran-dinh-tri-es3195940,2026-05-18T19:52:55
homedy_land_list,Đất lô góc 2 mặt tiền lê công kiều – thanh vinh 12 - xây căn hộ y bài,5400.0,"5,4 Tỷ",28.42,190.0,,,8.0,,,land,,,,"ĐẤT LÔ GÓC 2 MẶT TIỀN LÊ CÔNG KIỀU – THANH VINH 12 - XÂY CĂN HỘ Y BÀI-P. Hòa Khánh, TP Đà Nẵng-Diện tích: 190m² (ngang 8m rộng rãi) -Góc 2 mặt tiền vừa ở và...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/lo-goc-2-mat-tien-le-cong-kieu-thanh-vinh-12-xay-can-ho-y-bai-es3195935,2026-05-18T19:52:55
homedy_land_list,Đất lô góc 2 mặt tiền lê công kiều – thanh vinh 12 - xây căn hộ y bài,5400.0,"5,4 Tỷ",28.42,190.0,,,8.0,,,land,,,,"ĐẤT LÔ GÓC 2 MẶT TIỀN LÊ CÔNG KIỀU – THANH VINH 12 - XÂY CĂN HỘ Y BÀI-P. Hòa Khánh, TP Đà Nẵng-Diện tích: 190m² (ngang 8m rộng rãi) -Góc 2 mặt tiền vừa ở và...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/lo-goc-2-mat-tien-le-cong-kieu-thanh-vinh-12-xay-can-ho-y-bai-es3195933,2026-05-18T19:52:55
homedy_land_list,Đất lô góc 2 mặt tiền lê công kiều – thanh vinh 12 - xây căn hộ y bài,5400.0,"5,4 Tỷ",28.42,190.0,,,8.0,,,land,,,,"ĐẤT LÔ GÓC 2 MẶT TIỀN LÊ CÔNG KIỀU – THANH VINH 12 - XÂY CĂN HỘ Y BÀI-P. Hòa Khánh, TP Đà Nẵng-Diện tích: 190m² (ngang 8m rộng rãi) -Góc 2 mặt tiền vừa ở và...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/lo-goc-2-mat-tien-le-cong-kieu-thanh-vinh-12-xay-can-ho-y-bai-es3195932,2026-05-18T19:52:55
homedy_land_list,"🔴💥bán đất mt đường 7,5m trương văn đa - sát siêu thị mega market",6600.0,"6,6 Tỷ",81.48,81.0,,,5.0,7.5,,land,,,,"Bán đất MT đường 7,5m TRƯƠNG VĂN ĐA - Sát Siêu thị Mega Market -P. Hòa Khánh, TP Đà Nẵng-Dt: 80,4m2 (5x16,07)m-Đường: 7,5m, lề 4,5m-Vị trí: Trục đường chủ...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/mt-duong-75m-truong-van-sat-sieu-thi-mega-market-es3195911,2026-05-18T19:52:55
homedy_land_list,Đất lô góc 2 mặt tiền lê công kiều – thanh vinh 12 - xây căn hộ y bài,5400.0,"5,4 Tỷ",28.42,190.0,,,8.0,,,land,,,,"ĐẤT LÔ GÓC 2 MẶT TIỀN LÊ CÔNG KIỀU – THANH VINH 12 - XÂY CĂN HỘ Y BÀI-P. Hòa Khánh, TP Đà Nẵng-Diện tích: 190m² (ngang 8m rộng rãi) -Góc 2 mặt tiền vừa ở và...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/lo-goc-2-mat-tien-le-cong-kieu-thanh-vinh-12-xay-can-ho-y-bai-es3195883,2026-05-18T19:52:55
homedy_land_list,"💥lô góc 2 mặt tiền lê công kiều – thanh vinh 12, vị trí đẹp đầu tư sinh lời",5400.0,"5,4 Tỷ",28.42,190.0,,,8.0,,,land,,,,"LÔ GÓC 2 MẶT TIỀN LÊ CÔNG KIỀU – THANH VINH 12, VỊ TRÍ ĐẸP ĐẦU TƯ SINH LỜI-P. Hòa Khánh, TP Đà Nẵng-Diện tích: 190m² (ngang 8m – cực đẹp, dễ thiết kế công...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/lo-goc-2-mat-tien-le-cong-kieu-thanh-vinh-12-vi-tri-dep-dau-tu-sinh-loi-es3195858,2026-05-18T19:52:55
homedy_land_list,"Giá tốt Đầu Tư - bán đất MT Trịnh Lỗi , Nam Việt Á - sát Lê Hy Cát - 5x20 , chỉ ~86tr/m2",8600.0,"8,6 Tỷ",86.0,100.0,,,5.0,,,land,,Ngu Hanh Son,Ngu Hanh Son,"Bán đất Đường Trịnh Lỗi ngay khu Nam Việt Á, sát Lê Hy Cát.Liên hệ Ngay: 0932474384 (zalo).- Diện tích: 100m2 (5x20m).- Hướng: Đông Bắc.- Đường: 7m5, Vỉa...",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/gia-tot-dau-tu-mt-trinh-loi-nam-viet-a-sat-le-hy-cat-5x20-chi-86tr-m2-es3195739,2026-05-18T19:52:55
homedy_land_list,🔴💥bán đất đường hòa minh 1 - gần biển - sát chợ trần đình tri,5300.0,"5,3 Tỷ",77.94,68.0,,,,5.5,,land,,,,"Bán đất đường Hòa Minh 1 - Gần biển - Sát chợ Trần Đình Tri-Hòa Khánh, Đà Nẵng-Diện tích : 67,5m2 -Đường 5.5m, lề 3m -Vị trí: Gần biển, gần trung tâm hành...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-hoa-minh-1-gan-bien-sat-cho-tran-dinh-tri-es3195362,2026-05-18T19:52:55
homedy_land_list,🔴💥bán đất đường hòa minh 1 - gần biển - sát chợ trần đình tri,5300.0,"5,3 Tỷ",77.94,68.0,,,,5.5,,land,,,,"Bán đất đường Hòa Minh 1 - Gần biển - Sát chợ Trần Đình Tri-Hòa Khánh, Đà Nẵng-Diện tích : 67,5m2 -Đường 5.5m, lề 3m -Vị trí: Gần biển, gần trung tâm hành...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-hoa-minh-1-gan-bien-sat-cho-tran-dinh-tri-es3195361,2026-05-18T19:52:55
homedy_land_list,🔴bán đất đường phan thị nể - trục thông biển - cách biển chỉ 100m,7300.0,"7,3 Tỷ",69.52,105.0,,,,,,land,,Lien Chieu,Lien Chieu,"Bán Đất Đường Phan Thị Nể, Phường Hòa Minh, Quận Liên Chiểu.- Diện Tích : 105 m2- Ngang: 5 m vuông vắn- Hướng : Tây bắc- Vị Trí : đẹp trung tâm quận, thông...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-phan-thi-ne-truc-thong-bien-cach-chi-100m-es3195359,2026-05-18T19:52:55
homedy_land_list,🔴💥bán lô đất tđc ngô sĩ liên - đấu lưng phú thạnh 10,5400.0,"5,4 Tỷ",63.53,85.0,,,5.0,5.5,,land,,,,"Bán lô đất TĐC Ngô Sĩ Liên - Đấu lưng Phú Thạnh 10-P. Hòa Khánh, TP Đà Nẵng-Dt đất 85m2 (5x17)m-Đường 5,5m lề 3m.-Vị trí sát đường Hoàng Thị Loan nối dài,...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/lo-tdc-ngo-si-dau-lung-phu-thanh-10-es3195358,2026-05-18T19:52:55
homedy_land_list,🔴💥bán đất đường đào doãn địch - gần bến xe tt thành phố,5300.0,"5,3 Tỷ",48.18,110.0,,,5.0,5.5,,land,,,,"Bán đất đ\ừng ĐÀO DOÃN ĐỊCH - gần bến xe TT Thành phố-P. An Khê, Thành phố Đà Nẵng-DTĐ: 110m2 (5x22)m-Đường 5,5m, vỉa hè 3m -Vị trí: gần bến xe, Sát chợ –...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-dao-doan-dich-gan-ben-xe-tt-thanh-pho-es3195357,2026-05-18T19:52:55
homedy_land_list,"🔴💥bán đất 1 cặp đường phan thị nể - xây căn hộ, khách sạn quá đẹp",12900.0,"12,9 Tỷ",57.85,223.0,,,10.0,5.5,,land,,,,"Bán đất 1 cặp đường Phan Thị Nể - Xây căn hộ, khách sạn quá đẹp-P. Hòa Khánh - Đà Nẵng-DT: 223m2 (ngang 10m)-Đường 5,5m, lề 3m-Vị trí: Gần biển, ngay bãi...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/1-cap-duong-phan-thi-ne-xay-can-ho-khach-san-qua-dep-es3195356,2026-05-18T19:52:55
homedy_land_list,🔴💥bán đất đường đào doãn địch - gần bến xe tt thành phố,5300.0,"5,3 Tỷ",48.18,110.0,,,5.0,5.5,,land,,,,"Bán đất đ\ừng ĐÀO DOÃN ĐỊCH - gần bến xe TT Thành phố-P. An Khê, Thành phố Đà Nẵng-DTĐ: 110m2 (5x22)m-Đường 5,5m, vỉa hè 3m -Vị trí: gần bến xe, Sát chợ –...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-dao-doan-dich-gan-ben-xe-tt-thanh-pho-es3195355,2026-05-18T19:52:55
homedy_land_list,"🔴💥bán đất đường 7,5m nguyễn như hạnh - gần tôn đức thắng",4450.0,"4,45 Tỷ",74.17,60.0,,,,7.5,,land,,,,"Bán đất đường 7,5m Nguyễn Như Hạnh - gần Tôn Đức Thắng-P. Hòa Khánh, Tp Đà Nẵng-DTĐ: 60m2-Đường 7,5m, lề 4m-Vị trí: Gần Bến xe trung tâm thành phố, khu đông...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-75m-nguyen-nhu-hanh-gan-ton-duc-thang-es3195350,2026-05-18T19:52:55
homedy_land_list,"🔴💥bán đất đường 7,5m nguyễn như hạnh - gần tôn đức thắng",4450.0,"4,45 Tỷ",74.17,60.0,,,,7.5,,land,,,,"Bán đất đường 7,5m Nguyễn Như Hạnh - gần Tôn Đức Thắng-P. Hòa Khánh, Tp Đà Nẵng-DTĐ: 60m2-Đường 7,5m, lề 4m-Vị trí: Gần Bến xe trung tâm thành phố, khu đông...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-75m-nguyen-nhu-hanh-gan-ton-duc-thang-es3195349,2026-05-18T19:52:55
homedy_land_list,"🔴💥bán đất đường 7,5m nguyễn như hạnh - gần tôn đức thắng",4450.0,"4,45 Tỷ",74.17,60.0,,,,7.5,,land,,,,"Bán đất đường 7,5m Nguyễn Như Hạnh - gần Tôn Đức Thắng-P. Hòa Khánh, Tp Đà Nẵng-DTĐ: 60m2-Đường 7,5m, lề 4m-Vị trí: Gần Bến xe trung tâm thành phố, khu đông...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-75m-nguyen-nhu-hanh-gan-ton-duc-thang-es3195332,2026-05-18T19:52:55
homedy_land_list,"🔴💥bán đất đường 7,5m đinh đức thiện - trục thông hồ tùng mậu",6500.0,"6,5 Tỷ",72.22,90.0,,,5.0,7.5,,land,,,,"Bán đất đường 7,5m Đinh Đức Thiện - trục thông Hồ Tùng Mậu-P. Khánh, TP Đà Nẵng-Diện tích : 90m ( 5x18)m-Đường 7m5 , lề 4,5m -Vị trí nằm trên trục đường...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-75m-dinh-duc-thien-truc-thong-ho-tung-mau-es3195327,2026-05-18T19:53:09
homedy_land_list,🔴💥bán đất đ\ừng đào doãn địch - gần bến xe tt thành phố,5300.0,"5,3 Tỷ",48.18,110.0,,,5.0,5.5,,land,,,,"Bán đất đ\ừng ĐÀO DOÃN ĐỊCH - gần bến xe TT Thành phố-P. An Khê, Thành phố Đà Nẵng-DTĐ: 110m2 (5x22)m-Đường 5,5m, vỉa hè 3m -Vị trí: gần bến xe, Sát chợ –...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/dung-dao-doan-dich-gan-ben-xe-tt-thanh-pho-es3195326,2026-05-18T19:53:09
homedy_land_list,🔴💥bán đất đường đào sư tích - lô sạch đẹp - gần trường c1 bùi thị xuân,4850.0,"4,85 Tỷ",53.89,90.0,,,5.0,,,land,,,,"Bán đất đường ĐÀO SƯ TÍCH - Lô sạch đẹp-P. Hoà Khánh, TP Đà Nẵng-Dt : 90m2 (5x18)m-Đường: 5,5m, lề 3m-Vị trí: Gần bến xe trung tâm thành phố, dân cư đông...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-dao-su-tich-lo-sach-dep-gan-truong-c1-bui-thi-xuan-es3195325,2026-05-18T19:53:09
homedy_land_list,🔴💥hàng hiếm -bán đất đường hòa minh 25 - kẹp công viên 10m,8600.0,"8,6 Tỷ",78.9,109.0,,,5.0,6.0,,land,,,,"HÀNG HIẾM -Bán đất đường Hòa Minh 25 - Kẹp công viên 10m -P. Hòa Khánh, TP Đà Nẵng-Diện tích : 108,5m (5x21,7)m - Trục thông Nguyễn Sinh Sắc-Đường 6m, lề 3m...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/hang-hiem-duong-hoa-minh-25-kep-cong-vien-10m-es3195165,2026-05-18T19:53:09
homedy_land_list,🔴💥bán đất đường bàu mạc 21 - song song với đường nguyễn an ninh,5500.0,"5,5 Tỷ",55.0,100.0,,,5.0,,,land,,Lien Chieu,Lien Chieu,"BÁN ĐẤT ĐƯỜNG BÀU MẠC 21 - SONG SONG VỚI ĐƯỜNG NGUYỄN AN NINH-P. Liên Chiểu, TP Đà Nẵng-DTĐ: 100m2 (5x20)m -Đường: 7.5m, vỉa hè 3,5m-Vị trí: Gần trục lớn...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-bau-mac-21-song-voi-nguyen-an-ninh-es3195109,2026-05-18T19:53:09
homedy_land_list,"🔴💥bán đất 1 cặp đường phan thị nể - xây căn hộ, khách sạn quá đẹp",12900.0,"12,9 Tỷ",57.85,223.0,,,10.0,5.5,,land,,,,"Bán đất 1 cặp đường Phan Thị Nể - Xây căn hộ, khách sạn quá đẹp-P. Hòa Khánh - Đà Nẵng-DT: 223m2 (ngang 10m)-Đường 5,5m, lề 3m-Vị trí: Gần biển, ngay bãi...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/1-cap-duong-phan-thi-ne-xay-can-ho-khach-san-qua-dep-es3195108,2026-05-18T19:53:09
homedy_land_list,🔴💥hàng hiếm -bán đất đường hòa minh 25 - kẹp công viên 10m,8600.0,"8,6 Tỷ",78.9,109.0,,,5.0,6.0,,land,,,,"HÀNG HIẾM -Bán đất đường Hòa Minh 25 - Kẹp công viên 10m -P. Hòa Khánh, TP Đà Nẵng-Diện tích : 108,5m (5x21,7)m - Trục thông Nguyễn Sinh Sắc-Đường 6m, lề 3m...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/hang-hiem-duong-hoa-minh-25-kep-cong-vien-10m-es3195018,2026-05-18T19:53:09
homedy_land_list,🔴💥hàng hiếm -bán đất đường hòa minh 25 - kẹp công viên 10m,8600.0,"8,6 Tỷ",78.9,109.0,,,5.0,6.0,,land,,,,"HÀNG HIẾM -Bán đất đường Hòa Minh 25 - Kẹp công viên 10m -P. Hòa Khánh, TP Đà Nẵng-Diện tích : 108,5m (5x21,7)m - Trục thông Nguyễn Sinh Sắc-Đường 6m, lề 3m...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/hang-hiem-duong-hoa-minh-25-kep-cong-vien-10m-es3195016,2026-05-18T19:53:09
homedy_land_list,"🔴💥bán đất đường 7,5m đinh đức thiện - trục thông hồ tùng mậu",6500.0,"6,5 Tỷ",72.22,90.0,,,5.0,7.5,,land,,,,"Bán đất đường 7,5m Đinh Đức Thiện - trục thông Hồ Tùng Mậu-P. Khánh, TP Đà Nẵng-Diện tích : 90m ( 5x18)m-Đường 7m5 , lề 4,5m -Vị trí nằm trên trục đường...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-75m-dinh-duc-thien-truc-thong-ho-tung-mau-es3195005,2026-05-18T19:53:09
homedy_land_list,"🔴💥bán đất mt đường 7,5m trương văn đa - sát siêu thị mega market",6600.0,"6,6 Tỷ",81.48,81.0,,,5.0,7.5,,land,,,,"Bán đất MT đường 7,5m TRƯƠNG VĂN ĐA - Sát Siêu thị Mega Market -P. Hòa Khánh, TP Đà Nẵng-Dt: 80,4m2 (5x16,07)m-Đường: 7,5m, lề 4,5m-Vị trí: Trục đường chủ...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/mt-duong-75m-truong-van-sat-sieu-thi-mega-market-es3194952,2026-05-18T19:53:09
homedy_land_list,Đất Kiệt Nhựa Ô Tô Nguyễn Tất Thành Hội An Có Lề 86m2 Mà Chỉ 1ty95 Ô Tô tận Cửa,1950.0,"1,95 Tỷ",22.67,86.0,,,,40.0,,land,,Cam Le,Cam Le,"Bán đất 85m² Kiệt oto 649 Nguyễn Tất Thành, Thanh Hà, Hội AnDT 85.5m² ( 4m x 21.5m ) thổ cưKiệt oto thông có lề 2m,cách đường 40m, oto đậu trước nhàHướng...",https://homedy.com/ban-dat-quan-cam-le-da-nang/kiet-nhua-o-to-nguyen-tat-thanh-hoi-an-co-86m2-ma-chi-1ty95-tan-cua-es3194909,2026-05-18T19:53:09
